JobTitle,Company,JobLocation,PostDate,ExtractDate,Summary,Salary,JobUrl
,Insight Global,,,2023-02-25,,,https://www.glassdoor.com/partner/jobListing.htm?pos=111&ao=1110586&s=58&guid=0000018689eda773989947e1553224e6&src=GD_JOB_AD&t=SR&vt=w&cs=1_4d4ca330&cb=1677351299323&jobListingId=1008491780741&cpc=32EE424DE2B657EB&jrtk=3-0-1gq4ur9ul2heu001-1gq4ur9v9kbml800-60beb0e1d8a84d61--6NYlbfkN0BKkHZu3wF05EeDimN_p6sYpKCMArvwa95YdH7UpkaBCqc7l59ErwqcIH_6B4QXmkJ7Gv6WihmNJHYt7VNtfvQx0lhII-PxyL6iVHjWrppD7Ox8k1FwgrXCDwb9qzZurDtA6agbH-HqVIXOwhWtdhWQB6QFnkix_yfbIvtNawjs8Bu_Bef1cVe0K6sXOjERxWCcvpyWleJuHBCAOp8JLmF1dz5fQO8J4bFJUNwSvfbsrzAgaz0uDHBMFGOeiGogeheTyovq9jFdhL3pIUTkHenUc7CJ7Nb4HJwpiZHThJgKKTTXziPW9lzzDMn9RzvU6DgR6-6XG5m9beDdZq5DWmOTNoejTZk0_AgiZj4cMKrQdiA7t8q-fkRT2YH51qLVzjQYuI1UM_tmtGfTEV8T2updbANBCGjsn93pdgcvKgwh-ySkDz03p2-cFRsS7UgO_nMK8EuzPcgtX2KDsoLipa-8Jf_D-BCcV6Q9mkLBuZE-HamTYtVWNpQhrLBr0LdqLqpqYpoof4ElOiswXSNrwionWdT4ZIC6c3QxIPd43TwGJp3Amr0UKKuwQT0spZRy97oBvK-xCJGxXw%3D%3D
,CreditAssociates,,,2023-02-25,,,https://www.glassdoor.com/partner/jobListing.htm?pos=112&ao=1136043&s=58&guid=0000018689eda773989947e1553224e6&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_4fa93114&cb=1677351299324&jobListingId=1008491646338&jrtk=3-0-1gq4ur9ul2heu001-1gq4ur9v9kbml800-39088e92efd1b98b-
,CyberCoders,,,2023-02-25,,,https://www.glassdoor.com/partner/jobListing.htm?pos=113&ao=1110586&s=58&guid=0000018689eda773989947e1553224e6&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_21888364&cb=1677351299324&jobListingId=1008492863801&cpc=451933188B21919D&jrtk=3-0-1gq4ur9ul2heu001-1gq4ur9v9kbml800-d8be0cf4eed0b016--6NYlbfkN0CpFJQzrgRR8WqXWK1qKKEqALWJw739KlKqr2H-MSI4eoBlI4EFrmor2FYZMP3muM1Q3daFg5EMWYiQPaY0zTTI2gDDQyW22RW2nBuQnfXj4FUpXyk9jPGInx3eu8sFOQSGAodJIbgrn-RC77HA-OdSVBQgLCK5g6qbeoIUO1bpP1XNqIhujyNJPk5B1bCmoUHLs8eAuIFdistuIP8fXHBGAlehGjSaH41H5-2z_giD9A0vly8a4RL8ay-Q_NwtqKytnkNbqJNxmkkSo1EcM2QXefi1j-boBWHZ-NgOfW9tAysx4oKoWnQAkdYKvMu0kg5fL5rti26Ej3dwETzswOy8zNmw_5UaSs2EWDyGpXWXoOXMWq5qq-HrhdBrnKJ5sQ3JXDR5q63VpcdNs3jQAdkmgCuPBY62GzxLDhzlV-eW0AhS2AwuQsaYvtTJ7-VsoJbMQAGBH1aJkwSmkEzY-lWhPtHx4RCAxFOtL7wj5Z7Zi2V32KHwFGlFjIkimhLM1DUfKtbHluAg96hAWPAX2HZmNNVrpNcF66dPUBRhXM3_LlxNGb0fbGzHdr-8sYPB-k7PLzJS47wYpTdnixvEzZ8PkpH4awk3KOszhjSEJe-u06NMPoSbSWXPpvIX7OSbtd9GDu_CsJ0Z4Ctc11YoZEFYIPw6LO7t9Js-FaKF6m7vDfps4L4KoEsSXEp_vu3BiOKsx9mmU_TKnTsiLTy3vPkhm-2n68843Be4U1AZ1jJzh57YIsXVPv8RUPdAygdtwKMVuUlI2PIudHfisEPtpWbI3cn_txxAefEELj0h3z3GXvN0Sq3odUDxsFOVwyQ-hQvxrxeB8V1mNZBgwtFpozha6sm8tXnrCTpHwSXwugv-5C0g3vsqFwBkfLuER6wbHjmZC5787lJI6CwuEi-GHv-3h4ga9tegWt0VxxjD6A6BSKoGqsn9MQKDaj6Dzo90XWHrIofyJb-AMqsmZDFQnhoOuIrCcgQqHa0arkHpA5v9vjxDMRS7P7VWmqXQbiHjw811mSojhQyBna4SdIol_50Qpb3YJvdXN8o87vzFmNuIq0qu0I5wwRCk6rQC-Qi0RNkdmxBloEYDldzT1ydonG-YO1aVFgrX9mFlLGTKngH4_-FD5BLKvXgQesCF1Iisf5pahaHlPhU9LI5avE6VPE4HqbzC4qqUndE%3D
,TEKsystems,,,2023-02-25,,,https://www.glassdoor.com/partner/jobListing.htm?pos=114&ao=1110586&s=58&guid=0000018689eda773989947e1553224e6&src=GD_JOB_AD&t=SR&vt=w&cs=1_1d4de3da&cb=1677351299324&jobListingId=1008492298590&cpc=6FC5BA77C9A4CD78&jrtk=3-0-1gq4ur9ul2heu001-1gq4ur9v9kbml800-75f1e8753ef85eb1--6NYlbfkN0AuKz8EBO1xHDEL7V2YF9xF3dC_I9B9i-Zw2Jh8clPMK3KTieKealHQySFBD4L6FvOLiNlcO781RG1Y6-yyQuqfALHePv68nLNRYT0S_HRfjJGDmPD9w0VNW3JdaJbVVteN4aokBiEISgTokuTjpTkVEd-x7Kc9EH9QMfSGdjfcWvHoWe_OyYffUOxzVIo4XCrPGTcCuU1AqQO8bNKMReQZq27kzhxB-8lyu5SAp39QkUo-8Yt12cPo4vwrKYwaGkc_v0l0m3-OJ2kDN3ZKjEgahXChR3jN6Zh44Qbqp9zpwW2lFEmkVNgyhX07B-ikYv0RtBk5GUS8ZWlDc26hU4I2d7kaBu4e3tKXihFou1yfvSslYzjE65JkX44pDcCXWsCp9bsaXiCJuuX_x20NrdSSbLvpnt53tX6OAkFVqk60wY6WhFwSVaK77tnwoLTtEl3redkrtG0kCsJp_mcAAyj79yp6BlWLA4u_Lx60DClqqIXryfRyzggskLr0Kcyykno6XpjKRf-QB6vsIPcn9_AYxdmpBjTjzyhsRVVvheFNNbWxiUQZd47Ky7T-Zh7apVJ8H_ZI88xHaDJuxlWxlVAkSlmaW8oCz0E1_gKhPAHu82q1Sc-v5MC9TMaNuftPCFolld_vFu5LeRcBXxdpbILJCP2p8KwuBFGeXoeO8eq-gY-HnVyFWSuIgHRbqF31DuF84rcNR_c8mUAVh7ZuoPD-rbUWAutn6LwLeVGuLNont0Y8mTavGGCtpWCPKs1M9qxj6iXUEoApVRqdbKiVzJ3yR3ANSNs8MvFlXbybJ71fDHTiGZUPpiQAIFtkJGc9PGR1pD8HxTHoUzSHi1mCcTI_IAFTKR13WVotnkw3W-cqscaiUvD7CUo7WT-nxhNu9t4dtCjwOJxDcLqYoqrpjHwgCJZCbBOCp0F9flggpxajF85g1nxvS2i3Cdi3k847meMEjdKSHkvsER9aiZXmDhaqEKAcinTrFQES3_vzbMwwJ84vf25hT0sbbI-E4-DSvArp-21fNfCYqkoSacbD37zdIDzp4eol4DJpOzUDJjQ857OuFk0-j23L
,Aperture Group LLC,,,2023-02-25,,,https://www.glassdoor.com/partner/jobListing.htm?pos=115&ao=1110586&s=58&guid=0000018689eda773989947e1553224e6&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_02d61871&cb=1677351299324&jobListingId=1008491677893&cpc=1160948BCBA38B5B&jrtk=3-0-1gq4ur9ul2heu001-1gq4ur9v9kbml800-e04f9252675fd26c--6NYlbfkN0BqixbM_60yyYPO3pGzOsTKWy4wMW5C35ixrc7sWSA-51IdlZD-niWkMkRXCL-bwrwHmn5TcbtY5KOCx0muCz3KhNMcsoqz5EKkm62l4_ZB7OOKUsbu3vhAB8PfEe_XUkSFuZlq86jeWZlabf3GldWjLbgvord-PhLw1EuINBdzFPY5G7Eh6YavBwTvqGpzQyFyz9w4iWUmgJVHAKM-m1ZZdvkPJvAqulX2zjixOcrBFg7O3Wg1OL4U1LXLoDO91hZ6BgR1l7F5Sov58h4mVlSTTYzd7M0wQFLCgbMjvlumcVvgiHKx-pRidQ3A5z1jAe2--dGpCYWywBL9X4jWwqcwo-cXcL36eDYnMquFen9a_mHon9vtvGY_okqIkdK3UIqg_Xe-gi937MKwGnh6ntfGNriQq2JRnthrjtzVzz1oU0AiD6pKKck_7pvtS8-8Y3L4HK5XRmO9hWne9nM3gymIGmR26SLcBWHWvySDHqqPYJqrOpRiLanuzbxKx6LzVuVm-G2EQKXFPLDGSQ0B1Lf5QkHGWNlZrPcq_oB7khvSCnb2qyaPqs7TO3nuDTA9O4OOFX3sCqhgCA%3D%3D
,OscarMike,,,2023-02-25,,,https://www.glassdoor.com/partner/jobListing.htm?pos=116&ao=1136043&s=58&guid=0000018689eda773989947e1553224e6&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_11cdcdd5&cb=1677351299324&jobListingId=1008491738095&jrtk=3-0-1gq4ur9ul2heu001-1gq4ur9v9kbml800-cd70a449ee2594fe-
,Cognizant,,,2023-02-25,,,https://www.glassdoor.com/partner/jobListing.htm?pos=117&ao=1136043&s=58&guid=0000018689eda773989947e1553224e6&src=GD_JOB_AD&t=SR&vt=w&cs=1_3e782354&cb=1677351299324&jobListingId=1008492240228&jrtk=3-0-1gq4ur9ul2heu001-1gq4ur9v9kbml800-85909c46ddaee6fa-
,Wipro Limited,,,2023-02-25,,,https://www.glassdoor.com/partner/jobListing.htm?pos=118&ao=1136043&s=58&guid=0000018689eda773989947e1553224e6&src=GD_JOB_AD&t=SR&vt=w&cs=1_7a855c42&cb=1677351299324&jobListingId=1008492552141&jrtk=3-0-1gq4ur9ul2heu001-1gq4ur9v9kbml800-7e374d23827479aa-
,Purple Communications Inc,,,2023-02-25,,,https://www.glassdoor.com/partner/jobListing.htm?pos=119&ao=1136043&s=58&guid=0000018689eda773989947e1553224e6&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_4248f53e&cb=1677351299324&jobListingId=1008492109171&jrtk=3-0-1gq4ur9ul2heu001-1gq4ur9v9kbml800-b5bdb7c2d62d3c13-
,Match Group,,,2023-02-25,,,https://www.glassdoor.com/partner/jobListing.htm?pos=120&ao=1136043&s=58&guid=0000018689eda773989947e1553224e6&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_28fcefb8&cb=1677351299324&jobListingId=1008492035059&jrtk=3-0-1gq4ur9ul2heu001-1gq4ur9v9kbml800-26371b2207f35aa8-
,CyberCoders,,,2023-02-25,,,https://www.glassdoor.com/partner/jobListing.htm?pos=121&ao=1110586&s=58&guid=0000018689eda773989947e1553224e6&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_9b42f9d7&cb=1677351299325&jobListingId=1008492609748&cpc=451933188B21919D&jrtk=3-0-1gq4ur9ul2heu001-1gq4ur9v9kbml800-725d222c2e4d9356--6NYlbfkN0CpFJQzrgRR8WqXWK1qKKEqALWJw739KlKqr2H-MSI4eoBlI4EFrmor2FYZMP3muM03HXIQ5cmCTTUeLE_7xu-fpDhkPHfWW8ff429CQ32pxez727EfiYmNLf_udgAuAMLZyqfSZ_4UYU1LrdJCAg3r0MUE8LvJoTvSDBqqsAdRbBTQQukAb-pZ8sCZW3y8DxiZQScTZJAnCcjE3IB5o3fbCFD5jEbu7a-rG1tBXQkCaVQVgHwnEPVm_kyQsJ86GVb4t_4vAbI0Xw4YnbLiiTW4xu57Wka9Z-SZhI3Sl4ZmyOlO2DCbicAr1oQRMHrMYH1kZxMj_z_zrbojT38EyWcw64-k2UgdwGG3tO7c2rDCLyPK_gW9VFEVL1Mt0qTt-Nn5OKl8iKT-HF8K6_Sb_thrEV_-JDWxsyRVczw0IHdZWH9DEwOPzQWMpFJFwczYzkJVyFwJiryt5GZZFcxEFQdFD28NPMmIh9q8OuRTrjygW9poEXRaMyv4eFw4hxMg7FrF9zBGhmkR_8v1TKf93Ar6pCBJ9GTB-57hIzOsnh8VeN2EAOscKMDYfd7IPTwWWbI1kprjtUczTEOwrYvz8qewkDWfUMqf0SEsAEilFanALdoQn9Q5yJimy8Qnwj6K3VzVvxsSk9fMP4GnKLir7YrMNHboGc5kMajuW8OaphFna6FIIoYazs994TwcVxpthbNl8rzrI3IQkLZfb8VBKoHgg1pJ_o3ZZtwE6z_4vgGC1a3eMaK0yzHURJOc1AFkWk4QHfKIOvDgpWu9D60wW8ZTI_TxT8f4lN3FKzQ7VFnJyKU1Iskhp3-hEAIqpPA7bcsh0o64AxcSiS52amIv7iRHeCyExpSBy_82zXWE_FK7Y7ChJU6Z1Oj_W_r5zrLL9BgV9ui1BJ7OyCzbcqMIyq-aeg8ZPq2N97GXyTlMK--ouh0e1jLCsHSnF4_V0f8AUg0qQ97tuPHK4UTHfiV2-BS2kz6a2p1UV4KVAX3SHUJRlnWfQSVlmQ0wH3u-WF2opwwi8dgAZbdta5XannaT3BR8MLhLEximd8NTUB5Pg-4uwOIQpv0-7FjT7BSze3Wqru05hCG-oxs5yD9HCnGfnD8AFMbGOH0A-j912OaGl9ZdfBsQ_y--Uue0Dii17KwPuzqj2XZ65O5nrFZIG_iPWdonHKQM7hFk5xc%3D
,Neo Prism Solutions,,,2023-02-25,,,https://www.glassdoor.com/partner/jobListing.htm?pos=122&ao=1136043&s=58&guid=0000018689eda773989947e1553224e6&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_0a06f5ae&cb=1677351299324&jobListingId=1008491863722&jrtk=3-0-1gq4ur9ul2heu001-1gq4ur9v9kbml800-1353eff14c75831e-
,Progressive,,,2023-02-25,,,https://www.glassdoor.com/partner/jobListing.htm?pos=123&ao=1110586&s=58&guid=0000018689eda773989947e1553224e6&src=GD_JOB_AD&t=SR&vt=w&cs=1_ed4b45c5&cb=1677351299325&jobListingId=1008492279722&cpc=334ABAF5D42DC775&jrtk=3-0-1gq4ur9ul2heu001-1gq4ur9v9kbml800-759d76538d55e83b--6NYlbfkN0DL_Oi7Zazb0cXECPKtFH6-sT0XCOargTHyqbhc9QuGNX6TSiu3LSdVI8J0AfoKzbyC7TqrWgJAsnKP0n0v_vpuDt34z0ib6vw1ujWKJMJOOE_RsncqF2qz5Ev4hZ4Rn5oAPfw45NsISf_36RvXD2uLKKMAyfayJIHFAXcJrc-3NFid8zjlF4T_Smvq9J-8FCwDDqW5L7VDpUaWrfa0-DQaxjhG-m0PC6PMgPnSyHsxUah7w-ZLVY6t9NkRrZCyUUodwENIDpenDsWher5X2uh9xLcEjLyQ4uPD0oXK2BsyM78WSRpSWZ80B6EsGgzR4LFnPpKwR8F10cUih76yt-rygVkPGURatckuGtfATqkUKBXRRv-9lr8iQRotmxLKUBfm9HF8GnIsmCec_dMBJ6o_rBE3uKX0wU5dzqGTcGvVd5PPsn0cvhAxBk4-Xz_9TwiB78lSYtM2S6qvl7XxMTn6F65xBdvlWDfbs_O-EBCKFCbYs0gCooxuf-biNhft_1yRuaoRMih-EzHLgUv3J8aATNGliY2qldGYH7G-C5FR89h_1vMekwYB2unTIybIfr1k9c4GUEtjPVR6yAG4NN39L7Qow7iZItqYYxuMjBVFLLT7UD3MPAPcUt7kxvYaUDNwkxd9ryfnVw%3D%3D
,File & ServeXpress,,,2023-02-25,,,https://www.glassdoor.com/partner/jobListing.htm?pos=124&ao=1136043&s=58&guid=0000018689eda773989947e1553224e6&src=GD_JOB_AD&t=SR&vt=w&cs=1_bc3254e5&cb=1677351299325&jobListingId=1008492006082&jrtk=3-0-1gq4ur9ul2heu001-1gq4ur9v9kbml800-2b4f5b9d827b8adc-
